aoi,aoi_sub,os_tms_url,gs_tms_url,prob_tms_url
1,18,https://tiles.rasterfoundry.com/tiles/aca7473d-dd66-446c-8691-eef68e075dca/{z}/{x}/{y}/?mapToken=51eaba25-7dae-46c1-ac9b-c17abf3bd3fb,https://tiles.rasterfoundry.com/tiles/7df7ec48-e6c8-43f0-bbf5-370961e6a2a7/{z}/{x}/{y}/?mapToken=2356685f-0612-41f4-b09f-ad0f0c9a3899,
1,19,https://tiles.rasterfoundry.com/tiles/e552faf5-8645-46aa-bd42-c918d8171569/{z}/{x}/{y}/?mapToken=48a17c0d-5a4f-4be3-8486-8ab795df06ba,https://tiles.rasterfoundry.com/tiles/84219886-07b6-4d56-a632-5a1576acbb9a/{z}/{x}/{y}/?mapToken=ec6be2e0-cbfa-447c-99da-3ebee9298a07,
1,20,https://tiles.rasterfoundry.com/tiles/1631f00a-d275-499f-9b82-f08405f700c7/{z}/{x}/{y}/?mapToken=086098c5-b702-4dfd-9ff8-5788bc1dcece,https://tiles.rasterfoundry.com/tiles/f0139658-a087-4690-b367-a11d8cff655e/{z}/{x}/{y}/?mapToken=1835d164-e9da-4662-8b57-6badcd10a271,
1,21,https://tiles.rasterfoundry.com/tiles/b1bc9910-4481-4626-9808-e2f98f649802/{z}/{x}/{y}/?mapToken=76801361-7b92-4813-96d8-510a4e7ba42c,https://tiles.rasterfoundry.com/tiles/d0205334-e2f6-4fb2-b164-07a315a6a919/{z}/{x}/{y}/?mapToken=056a8d82-419e-4bf9-ba81-cb0ed98dfdd7,
1,22,https://tiles.rasterfoundry.com/tiles/c7c95d99-a00a-4b75-9a52-7287bac78b44/{z}/{x}/{y}/?mapToken=a2138e1a-26b5-4824-bd70-dde2889fa8f8,https://tiles.rasterfoundry.com/tiles/9f5bbde4-54f6-4c23-a44a-fc586a72f943/{z}/{x}/{y}/?mapToken=193ac792-e699-4f08-bed1-1e45eb05aa54,
1,23,https://tiles.rasterfoundry.com/tiles/ac80940c-3a2a-4552-806f-02025b1c085b/{z}/{x}/{y}/?mapToken=8860833b-1bcd-4340-b87e-614df7906f87,https://tiles.rasterfoundry.com/tiles/185df131-6a61-459a-9e9c-034f242f85e1/{z}/{x}/{y}/?mapToken=c9b9103c-49b8-4a2a-aebe-60e7b5861dd3,
1,24,https://tiles.rasterfoundry.com/tiles/f45cbb1a-7cec-41f9-a54f-9246de7351e0/{z}/{x}/{y}/?mapToken=dc4e1ecf-8c24-45a3-83d7-d3ce022d29d4,https://tiles.rasterfoundry.com/tiles/767fe823-c524-4dfd-91b1-58d101789930/{z}/{x}/{y}/?mapToken=0ed0da00-db88-4f45-9d99-57a236f85739,
1,25,https://tiles.rasterfoundry.com/tiles/b9b69e81-8671-41b9-89df-7465003ca80c/{z}/{x}/{y}/?mapToken=d1f6ddce-ed5d-4ef3-96d6-dd6187e54828,https://tiles.rasterfoundry.com/tiles/2bcb7a04-e266-4407-b8c9-72a1c1086376/{z}/{x}/{y}/?mapToken=fc4799ec-99ff-4b55-871d-8ed7792ed2d7,
2,1,https://tiles.rasterfoundry.com/tiles/260301e9-4cea-468e-843c-f966d64d1dd6/{z}/{x}/{y}/?mapToken=cb31494a-6424-48a4-b39f-65f80b3b4b1e,https://tiles.rasterfoundry.com/tiles/80b462bb-3835-4edb-9112-f138bb406104/{z}/{x}/{y}/?mapToken=3e60b8e5-a1a3-4e8a-bea6-789fb2ef1d15,
2,2,https://tiles.rasterfoundry.com/tiles/8188a819-e4db-48ea-a214-b1b2193c8c45/{z}/{x}/{y}/?mapToken=0b60bf9c-ac5e-42f5-8a80-54bd3743a719,https://tiles.rasterfoundry.com/tiles/69903eb3-ba28-4e80-b921-53b0696d0fb9/{z}/{x}/{y}/?mapToken=a7972731-9eec-4756-9a94-d3656f3fc8b1,
2,3,https://tiles.rasterfoundry.com/tiles/042e093a-a973-4351-a4e4-41e454e62a8e/{z}/{x}/{y}/?mapToken=655140cc-2fe7-4cb5-b8c6-ee6923152efa,https://tiles.rasterfoundry.com/tiles/2ab35142-a2f2-4996-91e1-941f406f8c7b/{z}/{x}/{y}/?mapToken=ad999212-d529-44c0-ae4f-4582d462bf94,
2,4,https://tiles.rasterfoundry.com/tiles/a2429f87-7f2a-4c39-bfa2-5d43d49e0756/{z}/{x}/{y}/?mapToken=c8de4aa2-1fbb-4b27-9102-158ad428c943,https://tiles.rasterfoundry.com/tiles/36113e52-7eea-4f20-a9b9-168d9699a897/{z}/{x}/{y}/?mapToken=0601d284-03e5-469c-8b06-24afa1ffacc1,
2,5,https://tiles.rasterfoundry.com/tiles/bd169bcd-b0f6-40b6-83d7-8ff8bbfac469/{z}/{x}/{y}/?mapToken=830beed9-473a-4213-8f78-963ab150f803,https://tiles.rasterfoundry.com/tiles/8221ea29-6ae6-47b3-bbef-df4e9b96474c/{z}/{x}/{y}/?mapToken=28cc5db6-cb3a-414f-a3bd-c581a83e754c,
2,6,https://tiles.rasterfoundry.com/tiles/0e2f9f59-9f1c-44ba-b06c-a852a988e7c2/{z}/{x}/{y}/?mapToken=41e0d7cd-e170-4535-a4cb-ba17422d75d2,https://tiles.rasterfoundry.com/tiles/86ab6b8c-d84e-4096-ae7d-bdb4fa98f1b0/{z}/{x}/{y}/?mapToken=80fb4ac7-836a-40de-a87a-825c2475e52d,
2,7,https://tiles.rasterfoundry.com/tiles/8e0cd2b4-ce79-40ee-945a-36a9160f582c/{z}/{x}/{y}/?mapToken=c4005914-a2eb-4782-b60f-a144916412a7,https://tiles.rasterfoundry.com/tiles/db164a20-4a8d-4992-8c9d-93588c70d62c/{z}/{x}/{y}/?mapToken=7620539e-514f-463e-84ed-3ee2953d8c82,
2,8,https://tiles.rasterfoundry.com/tiles/b27624f9-490b-472a-b7ee-362e8a289f87/{z}/{x}/{y}/?mapToken=8589be17-23bf-4221-9985-8d5447541c7e,https://tiles.rasterfoundry.com/tiles/2a000457-557a-43be-8bf7-df7976722286/{z}/{x}/{y}/?mapToken=6682b2d0-ca9e-4c25-9aff-ab057b2567ba,
2,9,https://tiles.rasterfoundry.com/tiles/064686a8-9595-464b-a51d-355cafbade8b/{z}/{x}/{y}/?mapToken=038f0392-1787-47d8-9d44-aa8eed7ac1d2,https://tiles.rasterfoundry.com/tiles/ee77b8b7-0386-4f38-ab80-0d21c0b6688d/{z}/{x}/{y}/?mapToken=794b9fbf-626c-42ad-bd69-4ea811dcf2c0,
2,10,https://tiles.rasterfoundry.com/tiles/b943c9d0-91a9-437f-8626-8442cb7becde/{z}/{x}/{y}/?mapToken=4e009590-5f24-45aa-8e88-f53b54d8a153,https://tiles.rasterfoundry.com/tiles/b0e4169a-e8c9-4131-9b11-0c2cfb3159b7/{z}/{x}/{y}/?mapToken=0d316f11-9310-432b-9d6a-f39200677e54,
2,11,https://tiles.rasterfoundry.com/tiles/7b8a2f60-9626-4df0-9808-03a96a9813a1/{z}/{x}/{y}/?mapToken=fb2eebc8-eb6b-4e2d-8d2e-cbfec91f6117,https://tiles.rasterfoundry.com/tiles/cbdf9adb-051b-4d3b-879f-1511704295f1/{z}/{x}/{y}/?mapToken=71b6503f-030d-4b1b-ae5d-a2bc35e6fd64,
2,12,https://tiles.rasterfoundry.com/tiles/2f522a01-0865-48ea-9a84-2d5181ea0a0e/{z}/{x}/{y}/?mapToken=2638b4d9-7320-4097-a6d0-a507735f2cb4,https://tiles.rasterfoundry.com/tiles/e1d2a8b5-7dc8-43c4-86f5-d330c5a4a102/{z}/{x}/{y}/?mapToken=3c3efbbe-ac21-4c16-a38e-f25c5495c281,
2,13,https://tiles.rasterfoundry.com/tiles/37e7d59c-b7c4-434b-aeeb-73253046106b/{z}/{x}/{y}/?mapToken=b63a5367-6eeb-476f-b56f-a4670f537b15,https://tiles.rasterfoundry.com/tiles/ebf16bc1-3198-4bfd-817d-b5d9fbe99c58/{z}/{x}/{y}/?mapToken=77bb6744-adb4-43ed-8265-8bc8777eae88,
2,14,https://tiles.rasterfoundry.com/tiles/01b8ef82-5d5e-4eef-89c2-6e0222b77342/{z}/{x}/{y}/?mapToken=98636dc0-b030-4fa0-8928-14f81db7709e,https://tiles.rasterfoundry.com/tiles/d073f318-11d4-432d-a4af-b5a4b079c626/{z}/{x}/{y}/?mapToken=c2c5f750-e67d-4b6c-b76e-a2a1a0a55047,
2,15,https://tiles.rasterfoundry.com/tiles/dd66a139-d94a-4dd4-88c1-73eface6b18d/{z}/{x}/{y}/?mapToken=76bacf9f-d84e-49f8-8c7e-317baa51e4ae,https://tiles.rasterfoundry.com/tiles/e1b37cfb-4099-4918-bf5f-5fe4c263adbe/{z}/{x}/{y}/?mapToken=20fadebb-00c7-4c54-86f1-090657cbf6b5,
2,16,https://tiles.rasterfoundry.com/tiles/c3564531-5406-4901-8679-2dfec2497d9f/{z}/{x}/{y}/?mapToken=eedadc43-2a43-40a1-8861-dd6040b543b0,https://tiles.rasterfoundry.com/tiles/1fa46aa0-394d-4c6d-be88-74494762fed7/{z}/{x}/{y}/?mapToken=c2ba7534-731b-4665-ac85-bb7b0eb202b7,
2,17,https://tiles.rasterfoundry.com/tiles/c84f55d6-f07c-4b2b-92db-d95d11e7c5c8/{z}/{x}/{y}/?mapToken=1d17428a-e722-463f-ad6a-68bd58e26ed9,https://tiles.rasterfoundry.com/tiles/77839ccb-f261-44ee-893f-b616a0df1f9a/{z}/{x}/{y}/?mapToken=6b21637c-3a99-4b30-8f15-966eaf4d4f80,
2,18,https://tiles.rasterfoundry.com/tiles/0dfe64e7-96fb-47dc-93a3-1c8ff7ec88f2/{z}/{x}/{y}/?mapToken=ad11dc3e-4956-4bd9-9c81-1860c5f4f485,https://tiles.rasterfoundry.com/tiles/65a25eed-25cd-47b5-831e-0c856a2470a4/{z}/{x}/{y}/?mapToken=6fe2c67c-a7c4-4393-a9b6-d8cee5ff201a,
2,19,https://tiles.rasterfoundry.com/tiles/e2e0b091-11c5-4dd7-8f8c-4274b20670af/{z}/{x}/{y}/?mapToken=18262e34-f9e2-4331-9271-080798a1776d,https://tiles.rasterfoundry.com/tiles/ca481d99-9eb2-4b12-984e-5033aa0f9d9c/{z}/{x}/{y}/?mapToken=0f2905b7-c5f5-495a-81e9-e33b89431eae,
2,20,https://tiles.rasterfoundry.com/tiles/0d212e56-1bbc-4558-9f5e-f2147000a40a/{z}/{x}/{y}/?mapToken=478fd7a7-3ae1-42d3-889b-798b144fe913,https://tiles.rasterfoundry.com/tiles/8ee57479-d3d9-4cea-b393-763b6c79abd3/{z}/{x}/{y}/?mapToken=76c8718e-cf3a-4bbb-a027-2b0f82e065a1,
2,21,https://tiles.rasterfoundry.com/tiles/3333b726-bf09-4797-94e8-5bab96fbee5e/{z}/{x}/{y}/?mapToken=cc399bca-c190-4f80-ae50-ca22b1423e26,https://tiles.rasterfoundry.com/tiles/0ef3d866-08a4-4e0e-af2d-3786772bcf81/{z}/{x}/{y}/?mapToken=6a8c2757-b155-45db-ac07-9f35d8517744,
2,22,https://tiles.rasterfoundry.com/tiles/a95694f7-cdab-4818-918b-272d6266a9f4/{z}/{x}/{y}/?mapToken=66a7e557-2999-4c12-93c1-77face9d5271,https://tiles.rasterfoundry.com/tiles/4ad2724e-db47-443c-8cc0-68ac91d3e813/{z}/{x}/{y}/?mapToken=a00f2dc7-ff50-4634-8273-56c6f52c7586,
2,23,https://tiles.rasterfoundry.com/tiles/0a5614c7-279b-40d8-9e48-6a83f27071bc/{z}/{x}/{y}/?mapToken=e7414f3d-7198-4858-a726-fc25e7d3295f,https://tiles.rasterfoundry.com/tiles/c846e4a3-e64c-49c5-b5e4-704f44faf72a/{z}/{x}/{y}/?mapToken=5889d0f8-2e75-4aa0-99c5-88238362d341,
2,24,https://tiles.rasterfoundry.com/tiles/b6dbed92-fe3c-428b-af16-dace970428b1/{z}/{x}/{y}/?mapToken=18d78603-f7b2-4076-8dde-4157831065bf,https://tiles.rasterfoundry.com/tiles/f3c5f57f-cef9-4dcd-8ac3-9bcff1873c38/{z}/{x}/{y}/?mapToken=33fe64f8-e908-4968-a3b0-6c0804a632d9,
2,25,https://tiles.rasterfoundry.com/tiles/f86218ba-c9cd-4c22-b802-daba0f51f73b/{z}/{x}/{y}/?mapToken=f6fee57b-c00c-42a2-93da-7126dd7347d3,https://tiles.rasterfoundry.com/tiles/caa53019-9faa-4710-8aa2-5723440eaab8/{z}/{x}/{y}/?mapToken=3271d199-79d0-46c8-a3bb-72c2d1a18ca7,
3,1,https://tiles.rasterfoundry.com/tiles/ecc778f2-1bb7-4371-9250-3a271bea61ee/{z}/{x}/{y}/?mapToken=40422163-9458-4b41-9c7a-962a1ba39e42,https://tiles.rasterfoundry.com/tiles/78448e59-de98-4075-abf2-79358e0c7cd4/{z}/{x}/{y}/?mapToken=c532432e-6bcc-478c-bf30-27c385f1d4b8,
3,2,https://tiles.rasterfoundry.com/tiles/e64a12d5-5bd5-4f77-8535-b70f6a36d3eb/{z}/{x}/{y}/?mapToken=b2630c5b-abf4-43ea-b792-d5c116ef1d56,https://tiles.rasterfoundry.com/tiles/e9927d85-091b-4a1b-8b79-898012ee819d/{z}/{x}/{y}/?mapToken=5cbe9010-06a9-4f9b-b134-8d07d07afe56,
3,3,https://tiles.rasterfoundry.com/tiles/e0a86a44-d74c-4889-b8bb-48832d22efda/{z}/{x}/{y}/?mapToken=0c47b7ba-8902-473f-8ef4-1481f3b3463c,https://tiles.rasterfoundry.com/tiles/e105b0d8-c630-4ab3-b4a3-9de308359888/{z}/{x}/{y}/?mapToken=316332df-355a-4359-a36b-fd85acf185c0,
3,4,NA,NA,
3,5,NA,NA,
3,6,https://tiles.rasterfoundry.com/tiles/98430af0-36ff-45ac-af26-7433dc22eddf/{z}/{x}/{y}/?mapToken=bd7efc77-dc3a-4ca9-bc89-20d1aeb1f545,https://tiles.rasterfoundry.com/tiles/b7e62b8b-1eae-447e-818c-5740576853b4/{z}/{x}/{y}/?mapToken=8e94b02c-ff89-4b04-b681-1b0edd416eee,
3,7,https://tiles.rasterfoundry.com/tiles/918ba1a7-ceb3-4f83-a21d-a2f60f7bdc8a/{z}/{x}/{y}/?mapToken=71461756-407b-4b98-9000-f6846a9f7cc5,https://tiles.rasterfoundry.com/tiles/19cd9d65-5e41-48a7-b8d6-be2cd0a9bb91/{z}/{x}/{y}/?mapToken=32db9046-6d25-4c44-9b7c-2e4719bc6322,
3,8,https://tiles.rasterfoundry.com/tiles/a71abb08-3d2e-4571-ba13-78669692e293/{z}/{x}/{y}/?mapToken=fc8781c5-4aac-483a-86aa-beda6700003e,https://tiles.rasterfoundry.com/tiles/fb865025-8e3d-4abc-b493-071def7e58c7/{z}/{x}/{y}/?mapToken=593abb09-fcf1-4587-9967-a362c72e3ce8,
3,9,https://tiles.rasterfoundry.com/tiles/fef024fa-ff0f-45c9-8336-7fd3b27a83d9/{z}/{x}/{y}/?mapToken=4458e999-9b98-4ebd-8970-adf8f1d37f0e,https://tiles.rasterfoundry.com/tiles/0a327fa4-54c6-4f4f-ace8-bd9d7e0b1fff/{z}/{x}/{y}/?mapToken=20bc2e8c-b38e-41e3-9fe2-df94a4f3b73d,
3,10,NA,NA,
3,11,https://tiles.rasterfoundry.com/tiles/2fa4be33-1632-434b-a811-4caccbffd437/{z}/{x}/{y}/?mapToken=52188827-d399-49f4-9228-7a5a5530e78e,https://tiles.rasterfoundry.com/tiles/afe1f15a-e734-4568-af7c-bba06847e078/{z}/{x}/{y}/?mapToken=06af7aed-620c-4172-9842-e9539ab608fe,
3,12,https://tiles.rasterfoundry.com/tiles/bc6216ec-3da6-4405-94fe-d03c31a24041/{z}/{x}/{y}/?mapToken=cfa50825-f695-4fbd-b796-dfbb62ab7a1b,https://tiles.rasterfoundry.com/tiles/380ef481-6b92-47f8-a8ea-a804c9bfc97a/{z}/{x}/{y}/?mapToken=75a3323c-9cd3-4ba0-bd4a-3159b20f031b,
3,13,https://tiles.rasterfoundry.com/tiles/f733e10f-6dd7-4060-a102-c27096de50f4/{z}/{x}/{y}/?mapToken=2448aea1-631d-4f11-bc2a-10b3cabb0935,https://tiles.rasterfoundry.com/tiles/b43bbb0d-00ad-468f-8db5-9e2b049e40c0/{z}/{x}/{y}/?mapToken=26cdb584-544a-4cf6-8f28-3e379b660076,
3,14,https://tiles.rasterfoundry.com/tiles/91c0db78-107f-4459-a636-867b383b03a6/{z}/{x}/{y}/?mapToken=2fe9ec8d-79af-4122-834e-298732689769,https://tiles.rasterfoundry.com/tiles/aae50d6d-78c0-4bab-8da3-8ad8281505f7/{z}/{x}/{y}/?mapToken=03ffef15-9e94-43f0-9c69-036b900a2cca,
3,15,https://tiles.rasterfoundry.com/tiles/8e644dde-9cf6-4a17-9980-f1852ea92bbd/{z}/{x}/{y}/?mapToken=3dcab774-03a8-4932-8dd2-5f38ff559147,https://tiles.rasterfoundry.com/tiles/733db0bb-6816-4be5-b844-443e45cf4252/{z}/{x}/{y}/?mapToken=b1dc9e0e-b842-4424-ad8f-42ef872ff534,
3,16,https://tiles.rasterfoundry.com/tiles/8d07b6a7-081e-4fb6-b6b7-d35b84d5eeed/{z}/{x}/{y}/?mapToken=7c5c9649-4960-4409-85d2-1369286fb5fc,https://tiles.rasterfoundry.com/tiles/2dce8878-67ee-40d3-b87c-e0649701fcc6/{z}/{x}/{y}/?mapToken=f37f6eeb-8c22-4223-89af-3991c2c1ee91,
3,17,https://tiles.rasterfoundry.com/tiles/0e1dc571-927f-4716-8ee4-b774f05b1c28/{z}/{x}/{y}/?mapToken=3eba4983-361e-4410-a5e8-7b2e7d2e9d9a,https://tiles.rasterfoundry.com/tiles/0b270f6d-d787-43b1-9b37-553cc326a74f/{z}/{x}/{y}/?mapToken=d69ec539-ad21-4d38-be66-82b56a4a0805,
3,18,https://tiles.rasterfoundry.com/tiles/c19a988d-ffc0-4470-a6f1-11251f7686f5/{z}/{x}/{y}/?mapToken=441f9de7-8947-4076-b3a8-a6708b49a066,https://tiles.rasterfoundry.com/tiles/7efe6bd4-7262-4c6f-a7f9-28ef6eff66fe/{z}/{x}/{y}/?mapToken=2aaaaacb-2189-4e97-8685-53d33054977a,
3,19,https://tiles.rasterfoundry.com/tiles/7c4e3a03-9130-432d-9d4f-cb0916d4a8f4/{z}/{x}/{y}/?mapToken=75fbb335-4341-4e9c-8b6e-65c5c894b0f6,https://tiles.rasterfoundry.com/tiles/9702f1a0-e8bd-438c-956e-b4f68f6db2bd/{z}/{x}/{y}/?mapToken=d79da4c2-2fc4-4f6c-a1f7-b9130bc7473e,
3,20,https://tiles.rasterfoundry.com/tiles/1c48cc8e-d707-4289-a031-24025c7ae07c/{z}/{x}/{y}/?mapToken=8e350ca7-45a5-4081-8106-4d5b419c5099,https://tiles.rasterfoundry.com/tiles/bfc7f602-6b7d-4ee5-b97b-1b4b71d4986b/{z}/{x}/{y}/?mapToken=732f420a-21fc-4f6c-aba5-f64c1d8ae51f,
3,21,https://tiles.rasterfoundry.com/tiles/c44549f5-da40-4f0c-bccb-d595c39f1e6d/{z}/{x}/{y}/?mapToken=d121de6f-218f-40da-bd71-5cb995007b95,https://tiles.rasterfoundry.com/tiles/8dcc6709-3b78-438b-99e1-df90cc341419/{z}/{x}/{y}/?mapToken=8d8b6ab8-558e-41ea-976f-dfb34df7bbc8,
3,22,https://tiles.rasterfoundry.com/tiles/1a630b73-3ac5-4d3c-855c-899393749018/{z}/{x}/{y}/?mapToken=8fd008a3-1c98-4790-b043-5d38e2dd2df8,https://tiles.rasterfoundry.com/tiles/7265c6b1-2549-40e4-a125-1c6ce3963ecb/{z}/{x}/{y}/?mapToken=6b4be8cf-7e40-4e15-8973-14dbf8855423,
3,23,https://tiles.rasterfoundry.com/tiles/cbdb5dca-2322-48a0-a477-96b99b21c2f9/{z}/{x}/{y}/?mapToken=2cefbe12-d04b-4025-8f73-8ac55fdbbdfd,https://tiles.rasterfoundry.com/tiles/476bc8f6-329d-45a2-b224-9163c68fbea7/{z}/{x}/{y}/?mapToken=ae4c1f1e-3fba-4e9b-b659-b36c82faf0b4,
3,24,https://tiles.rasterfoundry.com/tiles/8039cd1b-4e56-41ab-89b2-185ff88cdd4e/{z}/{x}/{y}/?mapToken=4b1236f2-834a-4b36-82cb-c13275b617f1,https://tiles.rasterfoundry.com/tiles/0d430369-8c00-49fe-a452-17451a2f04d8/{z}/{x}/{y}/?mapToken=7cc1c947-167e-4384-954a-8a1ff8a70bee,
3,25,https://tiles.rasterfoundry.com/tiles/f6e120ed-7ece-4671-9290-81ce3a192429/{z}/{x}/{y}/?mapToken=4b86347b-ed8a-4a12-8f5f-e28373411b38,https://tiles.rasterfoundry.com/tiles/3ae66f8f-82da-4320-a613-4e79eaae8732/{z}/{x}/{y}/?mapToken=3906f5c2-5636-48d7-9fbe-a93f7d61916b,
