,aoi,aoi_sub,os_tms_url,gs_tms_url,prob_tms_url
12,1,12,https://tiles.rasterfoundry.com/tiles/7cde6570-6431-422b-8d2c-9007e94f98bb/{z}/{x}/{y}/?mapToken=0f2e2d90-78cc-48e8-b31b-7575ad8e84c1,https://tiles.rasterfoundry.com/tiles/dd6f5f0b-76ff-4503-a3f2-0321757dc0c4/{z}/{x}/{y}/?mapToken=920726ab-ca46-4701-a25f-a01370041402,https://tiles.rasterfoundry.com/tiles/2e66da6a-47f6-4445-b7d3-609079cdba52/{z}/{x}/{y}/?mapToken=c84df5e2-3dbc-4598-bf0e-cd65c75930f8
13,1,13,https://tiles.rasterfoundry.com/tiles/708f3e5f-0f6f-4e00-8946-9bf927c0d41b/{z}/{x}/{y}/?mapToken=ce6c581a-de7d-4ad2-ac4c-842c03a1f5a4,https://tiles.rasterfoundry.com/tiles/f30356b6-dd19-47e5-a323-af973b2b3929/{z}/{x}/{y}/?mapToken=d7e0b6df-70a6-4c9a-a505-0cf78a55f84a,https://tiles.rasterfoundry.com/tiles/2e66da6a-47f6-4445-b7d3-609079cdba52/{z}/{x}/{y}/?mapToken=c84df5e2-3dbc-4598-bf0e-cd65c75930f8
14,1,14,https://tiles.rasterfoundry.com/tiles/a6c03256-3493-471d-a401-e5bbacc08972/{z}/{x}/{y}/?mapToken=61ccb919-c79b-4cc2-baeb-eeccd77ec6c2,https://tiles.rasterfoundry.com/tiles/ce367792-f934-4a67-9f43-c4fc41ebcb50/{z}/{x}/{y}/?mapToken=a57cec4c-760a-419c-8cb6-72bdb164f0fd,https://tiles.rasterfoundry.com/tiles/2e66da6a-47f6-4445-b7d3-609079cdba52/{z}/{x}/{y}/?mapToken=c84df5e2-3dbc-4598-bf0e-cd65c75930f8
15,1,15,https://tiles.rasterfoundry.com/tiles/57e327bd-eb49-42d6-bd13-98ffbbf2b2a9/{z}/{x}/{y}/?mapToken=202e903b-40c0-42de-8a63-a0444435a636,https://tiles.rasterfoundry.com/tiles/ab306dca-d513-4f83-a969-0411e931ca25/{z}/{x}/{y}/?mapToken=cf4a6052-a132-42ab-a634-9096b7361cf0,https://tiles.rasterfoundry.com/tiles/2e66da6a-47f6-4445-b7d3-609079cdba52/{z}/{x}/{y}/?mapToken=c84df5e2-3dbc-4598-bf0e-cd65c75930f8
16,1,16,https://tiles.rasterfoundry.com/tiles/47fa5e7b-aaa2-4f75-a5ca-ba8c184dc496/{z}/{x}/{y}/?mapToken=392b3b5b-a56b-4c92-b9ef-1bf541abf991,https://tiles.rasterfoundry.com/tiles/782ee2c1-9b3a-4a91-b266-5b604ad01618/{z}/{x}/{y}/?mapToken=55b0a4eb-aced-4887-b2a1-b499cbf18148,https://tiles.rasterfoundry.com/tiles/2e66da6a-47f6-4445-b7d3-609079cdba52/{z}/{x}/{y}/?mapToken=c84df5e2-3dbc-4598-bf0e-cd65c75930f8
17,1,17,https://tiles.rasterfoundry.com/tiles/9cf75a68-ec65-4f73-b43d-cf9f081f94eb/{z}/{x}/{y}/?mapToken=a96d2baf-0ff3-4c39-a3a8-35b6d6385401,https://tiles.rasterfoundry.com/tiles/542f1bf5-2321-42f1-b3a3-5c63fcb4a1d9/{z}/{x}/{y}/?mapToken=7d3b1a0b-855f-4b00-805b-aad6c8757f2d,https://tiles.rasterfoundry.com/tiles/2e66da6a-47f6-4445-b7d3-609079cdba52/{z}/{x}/{y}/?mapToken=c84df5e2-3dbc-4598-bf0e-cd65c75930f8
18,1,18,https://tiles.rasterfoundry.com/tiles/f57291ab-4f96-470c-87e2-01e2d4cf1d82/{z}/{x}/{y}/?mapToken=fcb7a569-2af7-48cc-b918-78f3cbde558b,https://tiles.rasterfoundry.com/tiles/dbedfe3f-3b36-4afd-b6d0-f07a472b0c59/{z}/{x}/{y}/?mapToken=d46e4e67-8608-4c1b-98cc-283272e95d60,https://tiles.rasterfoundry.com/tiles/2e66da6a-47f6-4445-b7d3-609079cdba52/{z}/{x}/{y}/?mapToken=c84df5e2-3dbc-4598-bf0e-cd65c75930f8
19,1,19,https://tiles.rasterfoundry.com/tiles/266db410-1f53-4d74-9a78-25b2252b57f0/{z}/{x}/{y}/?mapToken=aac3f421-c78d-45e4-b695-4deb2c044036,https://tiles.rasterfoundry.com/tiles/bf6eb109-8d28-4dbc-8787-4a53f346eefc/{z}/{x}/{y}/?mapToken=078c1b61-b604-4e86-8549-f0c98b96eeec,https://tiles.rasterfoundry.com/tiles/2e66da6a-47f6-4445-b7d3-609079cdba52/{z}/{x}/{y}/?mapToken=c84df5e2-3dbc-4598-bf0e-cd65c75930f8
20,1,20,https://tiles.rasterfoundry.com/tiles/a0857b3c-23cd-404c-a7b4-a1bddddfb488/{z}/{x}/{y}/?mapToken=aecae289-52bf-428e-bd08-02d2ab9565b4,https://tiles.rasterfoundry.com/tiles/4c67683f-a01f-43ab-857f-18400ca5333d/{z}/{x}/{y}/?mapToken=f337369e-ec6b-4962-98c7-9648a6a1f5b6,https://tiles.rasterfoundry.com/tiles/2e66da6a-47f6-4445-b7d3-609079cdba52/{z}/{x}/{y}/?mapToken=c84df5e2-3dbc-4598-bf0e-cd65c75930f8
21,1,21,https://tiles.rasterfoundry.com/tiles/c4d5bca9-d8b8-4684-a4c5-c73d67845d37/{z}/{x}/{y}/?mapToken=a36ab2c7-697e-4fdd-bbcd-8e953c27d2a0,https://tiles.rasterfoundry.com/tiles/9fccc351-a53a-449e-9fa2-ab2ec22a876f/{z}/{x}/{y}/?mapToken=0f206891-9c39-4cc2-bf27-a13f82d1267e,https://tiles.rasterfoundry.com/tiles/2e66da6a-47f6-4445-b7d3-609079cdba52/{z}/{x}/{y}/?mapToken=c84df5e2-3dbc-4598-bf0e-cd65c75930f8
22,1,22,https://tiles.rasterfoundry.com/tiles/f0bbf81d-b6ae-4ad5-a344-4461f72ff741/{z}/{x}/{y}/?mapToken=7383655c-5e91-4a85-a20f-d20b9ffd1254,https://tiles.rasterfoundry.com/tiles/65ee3ee5-900f-496e-ad76-791cf7b5b080/{z}/{x}/{y}/?mapToken=e7d45041-5c3c-4309-b166-37324264e437,https://tiles.rasterfoundry.com/tiles/2e66da6a-47f6-4445-b7d3-609079cdba52/{z}/{x}/{y}/?mapToken=c84df5e2-3dbc-4598-bf0e-cd65c75930f8
23,1,23,https://tiles.rasterfoundry.com/tiles/7cfa172c-4741-4257-b563-ceb62ef2115d/{z}/{x}/{y}/?mapToken=f79a083e-2ad1-4542-8de0-3d038cde96d0,https://tiles.rasterfoundry.com/tiles/75331ab1-9e12-4d15-bd9a-c2fe0086ddbe/{z}/{x}/{y}/?mapToken=bec3043b-908b-46c8-abd6-825790cfa7ba,https://tiles.rasterfoundry.com/tiles/2e66da6a-47f6-4445-b7d3-609079cdba52/{z}/{x}/{y}/?mapToken=c84df5e2-3dbc-4598-bf0e-cd65c75930f8
24,1,24,https://tiles.rasterfoundry.com/tiles/63525b9b-5c58-4aac-9e30-52199b4e0200/{z}/{x}/{y}/?mapToken=f382c36f-6f17-451a-9fbc-b7db3f0a607f,https://tiles.rasterfoundry.com/tiles/3e1f642c-3609-42a1-bb66-05cd12d09b88/{z}/{x}/{y}/?mapToken=4fc0a15d-2ac2-42cd-b5a9-e6a91d5d21fc,https://tiles.rasterfoundry.com/tiles/2e66da6a-47f6-4445-b7d3-609079cdba52/{z}/{x}/{y}/?mapToken=c84df5e2-3dbc-4598-bf0e-cd65c75930f8
25,1,25,https://tiles.rasterfoundry.com/tiles/e101e6d1-7ce4-4c63-b739-4f7c3d9afa96/{z}/{x}/{y}/?mapToken=344851f8-5b0a-41f3-b5b5-337d5f210a9c,https://tiles.rasterfoundry.com/tiles/50c11559-9866-44e3-8930-28435bf6e828/{z}/{x}/{y}/?mapToken=c432d960-fc4a-45c7-978a-28febc76464e,https://tiles.rasterfoundry.com/tiles/2e66da6a-47f6-4445-b7d3-609079cdba52/{z}/{x}/{y}/?mapToken=c84df5e2-3dbc-4598-bf0e-cd65c75930f8
26,2,1,https://tiles.rasterfoundry.com/tiles/258c20bf-9580-4f9f-9118-9853bcd3d3c2/{z}/{x}/{y}/?mapToken=4f476756-ccbd-439e-bbad-75ea4a4fe8f9,https://tiles.rasterfoundry.com/tiles/14ade80d-f1b0-45fa-b2c1-c92bfa0857a6/{z}/{x}/{y}/?mapToken=d44da70b-bbda-400a-ae7e-fd04e452f776,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
27,2,2,https://tiles.rasterfoundry.com/tiles/9f47f9d5-bc9a-4111-9913-123c3ad252d2/{z}/{x}/{y}/?mapToken=77c7ba77-455e-46a8-8ad4-4b8ab1256b95,https://tiles.rasterfoundry.com/tiles/691371a9-a1cc-4474-8b8a-a39fbade56d0/{z}/{x}/{y}/?mapToken=e34cc797-8510-435b-9b09-6a2a9ed729ce,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
28,2,3,https://tiles.rasterfoundry.com/tiles/8f26d218-a66e-4a4b-afcb-714acc6c4f8e/{z}/{x}/{y}/?mapToken=30932192-a219-4015-ab72-49cb61176a87,https://tiles.rasterfoundry.com/tiles/eefaecd2-786a-4bee-bb1e-4adafdc08a41/{z}/{x}/{y}/?mapToken=441cd3d8-4443-4799-8b22-a16ca972a4b5,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
29,2,4,https://tiles.rasterfoundry.com/tiles/b4083e75-14e5-43a2-963c-8749fe241f20/{z}/{x}/{y}/?mapToken=e4c54479-2a94-4df8-9782-3fa1034137b5,https://tiles.rasterfoundry.com/tiles/f5e15c11-b4d4-46f1-8a80-e093f26c041c/{z}/{x}/{y}/?mapToken=cc4d22ea-5d40-44b0-a01d-9c8e2ad59f0c,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
30,2,5,https://tiles.rasterfoundry.com/tiles/3c8eaec3-8e65-4e2e-adc1-089649163478/{z}/{x}/{y}/?mapToken=31485895-8d1d-4944-84ab-3d4917384cff,https://tiles.rasterfoundry.com/tiles/1eeef926-118d-4be2-982e-ef8917aa764f/{z}/{x}/{y}/?mapToken=765a5833-5f1f-456d-9c44-33767fc8f3a5,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
31,2,6,https://tiles.rasterfoundry.com/tiles/3192f757-32e0-449d-8b42-8a2692fc0245/{z}/{x}/{y}/?mapToken=207e8ce5-fd2e-4325-bf79-8a39601271ef,https://tiles.rasterfoundry.com/tiles/c6129355-c261-4ea9-80fd-451b573e2fcb/{z}/{x}/{y}/?mapToken=dcbeb526-c696-47ae-ad17-94621bea562a,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
32,2,7,https://tiles.rasterfoundry.com/tiles/0c554903-ea61-421d-80a7-c23dc502c8e3/{z}/{x}/{y}/?mapToken=fe16ec16-8f8d-43c4-b3a2-f0c9e34f7c51,https://tiles.rasterfoundry.com/tiles/359db40d-0905-492e-8b6d-eac102607998/{z}/{x}/{y}/?mapToken=f05b4b14-5e11-4b4d-a533-9b6bdfe89355,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
33,2,8,https://tiles.rasterfoundry.com/tiles/e4ec743a-bbab-47f1-9955-2739648905ff/{z}/{x}/{y}/?mapToken=3a3829ae-a071-4992-8f8b-44a675ab2754,https://tiles.rasterfoundry.com/tiles/e4374a7a-b430-4d2a-a11e-22035c6ed30e/{z}/{x}/{y}/?mapToken=e589922f-22ba-4654-8957-36c8c3305079,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
34,2,9,https://tiles.rasterfoundry.com/tiles/9b85b693-a2a0-4245-a5ad-0516c363e60e/{z}/{x}/{y}/?mapToken=e75915a1-8970-4314-9077-42ce0e15a465,https://tiles.rasterfoundry.com/tiles/258a21a4-1a44-4a4c-b656-1ef6e86e4573/{z}/{x}/{y}/?mapToken=9e8f6a40-5a1d-47f5-9840-62886d7b064b,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
35,2,10,https://tiles.rasterfoundry.com/tiles/26413d79-d436-4f4a-bcf9-377a3c5fa66f/{z}/{x}/{y}/?mapToken=616e3cc2-3245-4b25-b63a-62d23800f4ef,https://tiles.rasterfoundry.com/tiles/14270ded-24c1-4272-a262-2bc031de8155/{z}/{x}/{y}/?mapToken=ef1a1fd1-350d-44ca-8890-ceb0c56f6796,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
36,2,11,https://tiles.rasterfoundry.com/tiles/110c32fd-936a-493a-bcdb-1556c3fb8157/{z}/{x}/{y}/?mapToken=7cdc7705-7039-4084-9c6d-04606cbe442d,https://tiles.rasterfoundry.com/tiles/5a8f4a3c-1f91-4c1a-94f8-192175b4286b/{z}/{x}/{y}/?mapToken=f31c27ba-4935-4fae-8884-73f61198ca4c,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
37,2,12,https://tiles.rasterfoundry.com/tiles/acddd561-a60e-405f-865f-d60afbade37e/{z}/{x}/{y}/?mapToken=f4aebaf2-0560-40e1-9cf9-77e971241a12,https://tiles.rasterfoundry.com/tiles/42472b22-01b8-4b50-98cf-b4804271c6ad/{z}/{x}/{y}/?mapToken=88efd1a3-ed0b-47f8-bbe1-f63cfa459280,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
38,2,13,https://tiles.rasterfoundry.com/tiles/8c6e854a-29c1-4e7a-abf5-8abc67577b9b/{z}/{x}/{y}/?mapToken=241e0db1-776c-4eb1-adfc-e9f005d6220c,https://tiles.rasterfoundry.com/tiles/88a99110-680f-4f03-83ab-6dad1cd2c9fb/{z}/{x}/{y}/?mapToken=ca5b1e7f-f3cb-436f-8a83-a288772f4edd,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
39,2,14,https://tiles.rasterfoundry.com/tiles/2e7a6f24-6c1a-47df-9204-b803c8e9f18c/{z}/{x}/{y}/?mapToken=968765b9-044f-4f57-b332-2f8d198ffa1d,https://tiles.rasterfoundry.com/tiles/5a0052e5-eb77-4cf9-9ded-5ce84ddae163/{z}/{x}/{y}/?mapToken=c9756284-dff0-44c9-876b-f06fbe57ff23,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
40,2,15,https://tiles.rasterfoundry.com/tiles/222715ec-235e-4deb-8ec0-1f3b09fdf707/{z}/{x}/{y}/?mapToken=6a675157-611f-43dd-a7b1-f5717451c4d3,https://tiles.rasterfoundry.com/tiles/3cf3d802-e3e9-4540-9e1c-023f9f9b4b83/{z}/{x}/{y}/?mapToken=615a1e0d-6a06-4e91-9292-6a370cbd8e3f,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
41,2,16,https://tiles.rasterfoundry.com/tiles/45a14298-ac09-4c3c-b080-26f99f0e46db/{z}/{x}/{y}/?mapToken=e1560319-f8ad-4013-b03d-ed8cca38d2b2,https://tiles.rasterfoundry.com/tiles/f6ed8286-7db0-4d4a-91ec-68dc39fcdd80/{z}/{x}/{y}/?mapToken=d45cf7a5-d2d0-4268-bac3-fe315f820978,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
42,2,17,https://tiles.rasterfoundry.com/tiles/c51f2e08-40ba-4d7b-8928-80f3f382aafb/{z}/{x}/{y}/?mapToken=584a6002-86d0-4f95-83d1-6db699f513d0,https://tiles.rasterfoundry.com/tiles/8c4ae58f-8307-4d7f-b6f5-ba9025e2935b/{z}/{x}/{y}/?mapToken=fe88b6e7-179c-4fc4-a31b-0bf76652e55f,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
43,2,18,https://tiles.rasterfoundry.com/tiles/4556fcbb-cdc0-4748-99a6-d44a76d8e26d/{z}/{x}/{y}/?mapToken=3e7e849a-b303-41ca-91f4-a41cb4435e8d,https://tiles.rasterfoundry.com/tiles/a0e4ca7e-5bf2-4acb-918d-731c446a43ee/{z}/{x}/{y}/?mapToken=2b01a92f-e863-48bc-8d1d-f2c395c8a4c4,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
44,2,19,https://tiles.rasterfoundry.com/tiles/a1732a8a-8003-454b-bc91-e978d1dba5b2/{z}/{x}/{y}/?mapToken=e14e6aea-1cec-42d3-807b-dc3b97646006,https://tiles.rasterfoundry.com/tiles/5a13d784-f2cb-4abd-9cd2-02fdc1cc6dde/{z}/{x}/{y}/?mapToken=51aaf4a5-1125-47a7-b229-4a4a8b001806,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
45,2,20,https://tiles.rasterfoundry.com/tiles/6c5fbf05-a794-4731-ae5a-fd02d39a828f/{z}/{x}/{y}/?mapToken=736fc2e4-f55c-4edd-829a-36dd0fd51263,https://tiles.rasterfoundry.com/tiles/a7fbd521-977f-42fe-b7f6-790da4855d5a/{z}/{x}/{y}/?mapToken=e3de1b08-0a18-45e0-b6ac-695237edec72,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
46,2,21,https://tiles.rasterfoundry.com/tiles/ffdd5cc1-dbc2-4dfc-90bc-f871997a5489/{z}/{x}/{y}/?mapToken=7b4b8624-f94b-4b7e-a100-a4620ebce1a5,https://tiles.rasterfoundry.com/tiles/bc5feebf-76ab-418d-bc23-2ae8390790ab/{z}/{x}/{y}/?mapToken=79981b69-8cf3-4418-ab36-5a9bd394fa8e,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
47,2,22,https://tiles.rasterfoundry.com/tiles/34d8a958-abd6-4366-b861-bc6a86cfa200/{z}/{x}/{y}/?mapToken=2bbfa605-3bb5-4816-a92b-a4859ea13327,https://tiles.rasterfoundry.com/tiles/85c2a731-f4eb-463b-9f90-cb94e4756cc9/{z}/{x}/{y}/?mapToken=3e1db0d6-16dd-4958-a716-146635738a79,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
48,2,23,https://tiles.rasterfoundry.com/tiles/056534c0-73a8-400e-b721-97da25d595d6/{z}/{x}/{y}/?mapToken=28e3dbc8-a392-44fe-ae30-e53f58fb8647,https://tiles.rasterfoundry.com/tiles/bfe03507-869d-44a5-854c-2e9a420c7a8a/{z}/{x}/{y}/?mapToken=53966e03-de67-4259-ac47-e3f2a623fb91,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
49,2,24,https://tiles.rasterfoundry.com/tiles/ce605225-a9a0-4a2c-9ea8-29b54ec1adce/{z}/{x}/{y}/?mapToken=dbd4555b-b70b-435c-ad44-812370f324a2,https://tiles.rasterfoundry.com/tiles/ea2e3e29-3484-4a1d-bbb0-11ec9e1db111/{z}/{x}/{y}/?mapToken=0767926d-39f6-482a-a64f-ab0af5084941,https://tiles.rasterfoundry.com/tiles/fa742553-232e-4729-bdd9-3db6e42464f1/{z}/{x}/{y}/?mapToken=48f341cb-1bed-462f-a9da-16b8f59d9992
