aoi,scene_id,season,tms_url
2,tile539628_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/a5a5d23a-1642-4b8c-8ae5-9e1137212b73/{z}/{x}/{y}/?mapToken=600bf7ed-35a8-40e3-88ae-0a57995bcd23
2,tile539629_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/be369c4b-13f0-47db-8cc8-cf1e7231b004/{z}/{x}/{y}/?mapToken=dfd7d899-2abf-4491-9280-65d3b23f0899
2,tile539630_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/5566322a-9dff-4b9d-9eb8-6c741988576e/{z}/{x}/{y}/?mapToken=09111c09-766b-4de3-8e21-c35bda3a2b2d
2,tile539631_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/5d339fa5-71ca-4177-aa73-92aa75e6c206/{z}/{x}/{y}/?mapToken=17aaff57-b73b-40bd-9dc2-61cbc37d2c8c
2,tile539632_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/36fabf48-345a-4dfe-9bad-410ae39e62e6/{z}/{x}/{y}/?mapToken=c837f56e-0c04-43e8-9706-025880d4b042
2,tile539633_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/9bd58d84-e285-43b8-9532-088521290499/{z}/{x}/{y}/?mapToken=85732f91-60a7-416d-9bc9-228d631cce58
2,tile539634_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/a28db012-d80d-4c54-93ea-1d8a2918d52d/{z}/{x}/{y}/?mapToken=4e6b786e-db89-4a74-9e8e-72c70d88413f
2,tile539635_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/e52bf800-baac-493c-b6b6-9a593a922c02/{z}/{x}/{y}/?mapToken=a2ef384f-f024-4aed-a1f9-6857a43e9e02
2,tile539636_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/9fff8a91-5e41-4497-8d5f-3c96ae77d927/{z}/{x}/{y}/?mapToken=090b0a2c-9717-488c-b8b6-1b0fd8bf1ad0
2,tile539637_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/60347b57-1536-4f17-911e-a8504bde4846/{z}/{x}/{y}/?mapToken=e3c9d581-5a92-4424-b91a-6806355364fc
2,tile539638_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/b781e988-cab8-455d-9b93-c59127d93323/{z}/{x}/{y}/?mapToken=ec8942e9-3a72-430f-98b2-7d5c78cef643
2,tile539639_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/ee3b6976-9c50-4079-8775-4a214cc2e118/{z}/{x}/{y}/?mapToken=88f12e24-68df-4d58-b316-c316e823b739
2,tile539640_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/f29fb579-766d-4579-8e21-79c6a4037923/{z}/{x}/{y}/?mapToken=24d44a76-be86-4b55-a29b-bd888f4a9e7d
2,tile539641_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/912e0768-3b8b-47bd-b65e-e343973e0bbf/{z}/{x}/{y}/?mapToken=af2875e5-915b-454b-ac54-b029c0d7cddf
2,tile539642_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/ceb318ef-b96f-474d-aa1e-92d39285606c/{z}/{x}/{y}/?mapToken=b371b2c9-1dd3-436b-ab1d-3403a9efda16
2,tile539643_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/e0499efb-8cd8-4fbe-86c7-4a96391f5f92/{z}/{x}/{y}/?mapToken=126aa115-7b75-484b-ae7e-b8161c35b57f
2,tile539644_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/134bd25a-b033-4ea6-803e-cfdddeeed9bb/{z}/{x}/{y}/?mapToken=9651300e-761e-4a67-8b75-94b5636d7a53
2,tile539645_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/b5fa3619-cf32-4651-b837-9a0d9487cc49/{z}/{x}/{y}/?mapToken=2eb15fd3-bf5c-4a7f-af56-65d377e16161
2,tile539646_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/0e9bcb92-d4d7-4de9-a781-5aeee7ae33d3/{z}/{x}/{y}/?mapToken=4579ac87-2ef0-4aa5-bf64-0d9208d943df
2,tile539647_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/b63941d9-7b28-499e-a786-deba6dc07e69/{z}/{x}/{y}/?mapToken=9a65e640-3f61-489a-a328-369ecd33b85c
2,tile539648_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/ba6be9b5-0705-4505-897a-84e280414cbd/{z}/{x}/{y}/?mapToken=e502a9b5-da24-4eb5-8645-2513727cd074
2,tile539649_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/8d5499cd-5bb2-48b1-afd1-e9c1b1d753f4/{z}/{x}/{y}/?mapToken=96d995d1-8f73-4f14-a6f6-b3631a84bd3a
2,tile539650_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/38a61087-7b3a-4e0d-bc25-66a00b122f7a/{z}/{x}/{y}/?mapToken=a6769e3e-821a-4363-bda1-d7b240964b8d
2,tile539651_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/81b479ce-f95c-4d35-96d8-c7463ad2de67/{z}/{x}/{y}/?mapToken=00b59fe1-e76c-4765-8b42-d0ef44e92e22
3,tile539652_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/58dbae98-8fd5-4ce4-8b31-c8cc8c30e299/{z}/{x}/{y}/?mapToken=cc5c5c4e-516b-4d7d-960c-788a0d07f39d
3,tile539653_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/052f8a79-3b2c-4e77-bccb-e5f7a632f09a/{z}/{x}/{y}/?mapToken=ac661bbf-2fd7-4790-b1d8-adb9b54977c8
3,tile539654_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/18e21ece-0597-463c-ab02-7df010ea81af/{z}/{x}/{y}/?mapToken=0bdc2d5e-3247-44d3-9351-5036f08aa724
3,tile539655_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/76748fb0-5ad9-4091-a3ee-b0de4a0b0d7a/{z}/{x}/{y}/?mapToken=d4ad0d9c-90f6-4770-9b44-70a40d3252ac
3,tile539656_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/42d9c3fc-c243-4322-981f-723a87e8f869/{z}/{x}/{y}/?mapToken=cf242779-df44-46cb-a686-5bd15ffc6ab9
3,tile539657_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/594a019f-891e-4957-bab1-967712696f15/{z}/{x}/{y}/?mapToken=9fd5dbb8-5a5e-46fa-8c33-3b5cbb29431d
3,tile539658_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/b5664039-2df1-4c26-92a9-488f6ed3a259/{z}/{x}/{y}/?mapToken=65309c78-bfde-45c6-863b-b4ad83861176
3,tile539659_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/394f2a0d-7895-435c-9de4-9519386118bc/{z}/{x}/{y}/?mapToken=3dd12be0-871d-4c51-b192-553abbac0771
3,tile539660_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/a03f9ab1-b060-4da7-8a7a-a8bba1d0cadb/{z}/{x}/{y}/?mapToken=44f46847-420d-4532-828d-5dad6096815b
3,tile539661_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/9a29718f-f482-449e-a73b-268eae2e252e/{z}/{x}/{y}/?mapToken=22109fd2-6cc0-4a53-a90a-73cc3de760ef
3,tile539663_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/3c853518-c0bf-4db0-9b6b-61acfbe39bb8/{z}/{x}/{y}/?mapToken=24157975-61be-49d0-b7ef-b0b7f8e02e4a
3,tile539664_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/939194fd-f40d-4c36-838b-bcb2b6177e16/{z}/{x}/{y}/?mapToken=681c94b3-2317-4ac2-869b-ae0b5d78f72b
3,tile539665_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/b52fb4aa-ff0c-447f-8001-ada59e85299e/{z}/{x}/{y}/?mapToken=5eae90bb-f851-4e2d-a986-8552c07fa065
3,tile539666_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/9d293962-8cb2-4909-8bea-d06b2cee6ab0/{z}/{x}/{y}/?mapToken=7f79209b-665c-4f38-a5fe-8df534493a9c
3,tile539667_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/d2c95629-a693-4932-81ba-b917bdceab30/{z}/{x}/{y}/?mapToken=cd2641f7-2019-4272-8f29-0dc39d8296a1
3,tile539668_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/a2b914fa-5b8e-4b41-b4ec-9147eaec89e7/{z}/{x}/{y}/?mapToken=e55a5f0d-5c66-444f-b1c5-1d632bfad99f
3,tile539669_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/217f48bc-80c3-4107-b613-518eac8ffb60/{z}/{x}/{y}/?mapToken=1c31f028-717e-4b6e-89cc-4c60cea6c732
3,tile539670_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/adb4cbba-223a-45c9-879e-dc6db3e46455/{z}/{x}/{y}/?mapToken=70f1bfd4-5b4b-4823-b449-b9372101b10e
3,tile539671_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/c4d26588-c968-4349-ae13-a6dcd000331b/{z}/{x}/{y}/?mapToken=13bb0606-e731-4a6e-b868-0b3ecee58b3e
3,tile539672_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/e07e6dee-0900-4ea7-835e-7184ff6408a7/{z}/{x}/{y}/?mapToken=f514a818-057f-4600-98ab-f029ae06b248
3,tile539673_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/86850350-734b-4199-951a-d2a4db13fe6a/{z}/{x}/{y}/?mapToken=b8f95465-54b6-4857-bb77-9be39d480b3f
3,tile539674_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/07f7c4b1-79a3-4693-bfa2-a5c4d60c5c03/{z}/{x}/{y}/?mapToken=0907432e-dd28-493c-9a24-07f8d4fd781a
3,tile539675_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/32da89b7-2260-4cf2-9982-39a82f340baf/{z}/{x}/{y}/?mapToken=9b1ef943-b672-473e-b593-d7ea55776510
3,tile539676_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/d31738e0-2ddd-432f-bb1d-a0c967504824/{z}/{x}/{y}/?mapToken=88e6f455-cc95-4056-ade5-e2286b94c5d1
3,tile539677_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/931e0990-70a2-4b14-bfae-c2dab573f30b/{z}/{x}/{y}/?mapToken=1e9c9a5d-c25b-45b8-99b2-daaeaac77d22
4,tile539678_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/0286b2ce-7073-49cf-b48b-ecc3da712820/{z}/{x}/{y}/?mapToken=ec68d0a1-b6ca-485d-ab7c-e04caec19f26
4,tile539679_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/7595a6ff-6ab1-40a3-b8db-8a87528b6f90/{z}/{x}/{y}/?mapToken=210c7b50-8ca8-440b-b696-af0fb38c3112
4,tile539680_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/315f848d-a79f-4911-bfa7-57ec45042c33/{z}/{x}/{y}/?mapToken=1c1e9707-bf9f-4811-8534-50e9df8ff49d
4,tile539681_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/ebe3a14e-f7a9-414f-a4bd-9e03fbeaaf08/{z}/{x}/{y}/?mapToken=d2f73506-395a-4517-84f7-a95d40685215
4,tile539682_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/b4bc05c5-eb83-47a8-863b-d6eed224eea9/{z}/{x}/{y}/?mapToken=28fae978-af4d-4aae-b783-d706dc4e2ede
4,tile539683_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/520d8c6c-efb0-4843-afb2-4f7a8936f036/{z}/{x}/{y}/?mapToken=ade08e6a-a436-4b13-b4bc-295889999371
4,tile539684_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/93c42029-fe60-4a79-89e6-04ecb40eaf88/{z}/{x}/{y}/?mapToken=d8eb66d0-7daf-49fd-9736-5ae9330658a6
4,tile539685_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/95e9ead8-49e3-44de-b3ff-c68728a675b9/{z}/{x}/{y}/?mapToken=ae9af872-d495-4211-8bfc-5b1207a5b4e7
4,tile539686_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/834224cd-ce91-4a95-861f-382830fc4d16/{z}/{x}/{y}/?mapToken=49edc9ff-34fd-4659-8561-f4340b1bdbdd
4,tile539687_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/536efd3b-beb4-4777-a98a-f60bc352ef9f/{z}/{x}/{y}/?mapToken=679f8e8a-d3a9-4c4d-95d2-65cee68f391d
4,tile539688_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/8d673cfd-cdbb-4f6f-b9c2-e0bef07f7cee/{z}/{x}/{y}/?mapToken=3c9c7799-aef1-4fc5-8656-9b44c0d87a19
4,tile539689_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/17cee9c3-0fcf-4837-bfa6-bf7c12bfdb05/{z}/{x}/{y}/?mapToken=bde4d41b-4957-4666-b0df-403d386e0f21
4,tile539690_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/368e53d1-889f-425f-bce9-fd939af93c17/{z}/{x}/{y}/?mapToken=03a7fa8b-f838-46eb-a7b0-ee83948215a4
4,tile539691_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/709314e1-e6ee-467d-b11b-0447759aa3dc/{z}/{x}/{y}/?mapToken=8f41e158-1ecc-43f2-8a77-99e52f4780b4
4,tile539692_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/e05f2f82-7018-4acc-b76d-a465358bfdc6/{z}/{x}/{y}/?mapToken=8d20deac-ddb3-4def-a704-7e70d3a5916c
4,tile539693_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/3cdddd0e-bfad-40ad-89e1-8295c3d66817/{z}/{x}/{y}/?mapToken=d6703439-9466-44ff-bd71-79d83aa6509b
4,tile539694_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/14592cd8-382a-4e84-baf0-1c45dde337bb/{z}/{x}/{y}/?mapToken=eb4c452b-26c4-4309-a1de-2a16f4198d30
4,tile539695_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/7d30abae-7862-4b01-8d90-b2509ac51d27/{z}/{x}/{y}/?mapToken=184c0332-4ade-493a-b28b-1c4c16895831
4,tile539696_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/0c5dd226-468f-4332-bfac-54f739064845/{z}/{x}/{y}/?mapToken=4e7f6f36-804a-4b09-b397-84b5e8f631af
4,tile539697_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/a78d27a3-6ec3-4cc1-be01-5d6f363594a0/{z}/{x}/{y}/?mapToken=855dbed0-2863-4539-9c5d-94c594eecc90
4,tile539698_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/9b188644-192f-4777-852a-1e10d87690eb/{z}/{x}/{y}/?mapToken=e7b713e5-3c78-4fd6-a2a0-d421fb350f3e
4,tile539699_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/f490fc9b-8aa3-4c10-8bb9-677e2d34d415/{z}/{x}/{y}/?mapToken=7721fe89-ed62-4100-b41f-a83c99c675b7
4,tile539700_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/765eab8b-2d11-4b73-8f81-28159313a066/{z}/{x}/{y}/?mapToken=3e891ac0-2d3f-4048-8c89-9f2297dc8db9
4,tile539701_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/5d4be777-f45f-4b5d-9fb3-b2c49f626ff8/{z}/{x}/{y}/?mapToken=e1cffc55-16a3-4091-8262-e1b8267c75a0
4,tile539703_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/6b48608d-02aa-4a6c-b0a0-9a9ec25bd964/{z}/{x}/{y}/?mapToken=ae6b66a0-415d-4e0e-92fe-e3ed419e596b
4,tile539704_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/7e617c09-f556-46ac-9854-288f7d1daf73/{z}/{x}/{y}/?mapToken=c411c81f-15cf-476f-b000-91b919805f6a
5,tile539705_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/e59e99e8-9867-41e6-b9b7-8e4918ded90d/{z}/{x}/{y}/?mapToken=1648d1c6-8b65-45eb-9fbb-8695e77b4358
5,tile539706_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/0d3176ea-52d3-40b1-8b01-d09b0c369890/{z}/{x}/{y}/?mapToken=c8679eba-eeea-4400-8205-4e5af1e04c30
5,tile539707_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/7d54641f-1331-4b15-99a7-0bfdf1cff8ba/{z}/{x}/{y}/?mapToken=18b1b44e-ffec-4b1d-982b-842863fd0609
5,tile539708_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/69bfd0ae-3fd1-4a5a-8278-d2eb8aa35da3/{z}/{x}/{y}/?mapToken=80a4bdb2-83a5-4f34-bc96-491aa7bfa691
5,tile539709_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/35536dd1-3e63-46de-b8c4-b8349ba3f19c/{z}/{x}/{y}/?mapToken=0de68540-67bb-4b37-b762-758b43e7b29a
5,tile539710_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/a60c37f7-ab12-45ed-bf98-8c4e46d7fa6d/{z}/{x}/{y}/?mapToken=a008e462-8425-49e8-ad34-70325002a4dd
5,tile539711_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/c5e79ab3-a004-4a96-917f-f9637dc8e1b2/{z}/{x}/{y}/?mapToken=16d2df4f-9cdd-4d49-80ff-71c8ab490d58
5,tile539712_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/dc3e903f-44a0-48d5-9e00-b5c6a5c738b6/{z}/{x}/{y}/?mapToken=a1038a4e-68e5-403f-a9d2-e54f79070bba
5,tile539713_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/ec3cf20f-c4aa-432f-af2d-2cd6d1cdb145/{z}/{x}/{y}/?mapToken=2d42049e-dbaa-4584-9590-c8ff78871191
5,tile539714_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/a77d884b-f241-46f4-9fc1-e1b590a206a5/{z}/{x}/{y}/?mapToken=492eb997-66b7-4fdc-b473-40bc91976f04
5,tile539715_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/8faaa576-1104-4237-af02-ae62c0379ff4/{z}/{x}/{y}/?mapToken=4d479793-cfe8-4ba1-862b-0b4736a963a7
5,tile539716_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/6b1e072c-bc6b-4cd5-9884-dd9460610038/{z}/{x}/{y}/?mapToken=6f5b94ca-449d-4458-a993-b12ed6a35bb2
5,tile539717_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/cf66fdb5-6f53-4719-be66-326a2f82cccb/{z}/{x}/{y}/?mapToken=d2bb9932-7412-4a2e-8c88-6df46512ad79
5,tile539718_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/609c7bfa-4d4b-4079-b021-b6f613a5610c/{z}/{x}/{y}/?mapToken=d7a9917c-eb7e-4206-8e14-cf41860f6de5
5,tile539719_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/a818d79c-0ce3-452d-b3e1-087817305bb1/{z}/{x}/{y}/?mapToken=f711923f-65de-4a57-8a4f-662af470d14b
5,tile539720_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/ca36530d-8277-4966-8527-61d07e038eef/{z}/{x}/{y}/?mapToken=7fbdd548-b4dd-4a18-85c5-0084a3e940ef
5,tile539721_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/4addc4af-e403-411e-9795-0a84f634bb30/{z}/{x}/{y}/?mapToken=5d15b682-74a3-4221-995e-0a3c32641843
5,tile539722_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/6e00d1ef-cb32-4750-a582-8982ae47fc27/{z}/{x}/{y}/?mapToken=dd400cbc-a3b9-4828-b601-d261e3aed190
5,tile539723_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/c4d1d748-6860-4376-be71-bca9d5710cc8/{z}/{x}/{y}/?mapToken=80ac5b17-3310-43cb-9f48-be7f6f3d38b2
5,tile539724_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/5f07dea1-06d6-4d0a-b7fe-f04c107d7cee/{z}/{x}/{y}/?mapToken=8151fdad-d2f2-4e48-94a9-f9beb0495274
5,tile539725_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/49de904a-6e35-46b5-bfdb-f3b9a1359a8b/{z}/{x}/{y}/?mapToken=cd34da54-9a02-48bb-bcde-e7e615088825
5,tile539726_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/9691005b-5ed3-409c-88db-b6c3f59cbe27/{z}/{x}/{y}/?mapToken=c8dc5e01-21fa-4828-a465-755546aa6928
6,tile539727_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/a1d6a69a-7ef4-449c-b4de-7c6c02497c18/{z}/{x}/{y}/?mapToken=4aed1143-d242-4890-a0d0-ad35c91761b1
6,tile539728_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/79a5a063-af97-4d81-bfc9-c95c8354f50d/{z}/{x}/{y}/?mapToken=eb95f0b0-d22d-4c68-966a-a5574e99138d
6,tile539729_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/ac78875a-2afb-4434-bbd0-56cf8da9cb41/{z}/{x}/{y}/?mapToken=ddcd12ef-af4f-407f-9e82-f57a27d8eff2
6,tile539730_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/0e7894f2-77a6-436b-ac8a-8559940fd683/{z}/{x}/{y}/?mapToken=ab80387a-8371-41f9-acc1-7d05dde7ee6f
6,tile539731_736815_736967,GS,https://tiles.rasterfoundry.com/tiles/cc237c2f-7f1a-44a2-b467-c76f2655890a/{z}/{x}/{y}/?mapToken=08725c92-c890-4bb5-a4e9-af3e811017cd
